"country","date","confirmed"
"Germany",2020-02-04,12
"Germany",2020-02-05,12
"Germany",2020-02-06,12
"Germany",2020-02-07,13
"Germany",2020-02-08,13
"Germany",2020-02-09,14
"Germany",2020-02-10,14
"Germany",2020-02-11,16
"Germany",2020-02-12,16
"Germany",2020-02-13,16
"Germany",2020-02-14,16
"Germany",2020-02-15,16
"Germany",2020-02-16,16
"Germany",2020-02-17,16
"Germany",2020-02-18,16
"Germany",2020-02-19,16
"Germany",2020-02-20,16
"Germany",2020-02-21,16
"Germany",2020-02-22,16
"Germany",2020-02-23,16
"Germany",2020-02-24,16
"Germany",2020-02-25,17
"Germany",2020-02-26,27
"Germany",2020-02-27,46
"Germany",2020-02-28,48
"Germany",2020-02-29,79
"Germany",2020-03-01,130
"Germany",2020-03-02,159
"Germany",2020-03-03,196
"Germany",2020-03-04,262
"Germany",2020-03-05,482
"Germany",2020-03-06,670
"Germany",2020-03-07,799
"Germany",2020-03-08,1040
"Germany",2020-03-09,1176
"Germany",2020-03-10,1457
"Germany",2020-03-11,1908
"Germany",2020-03-12,2078
"Germany",2020-03-13,3675
"Germany",2020-03-14,4585
"Germany",2020-03-15,5795
"Germany",2020-03-16,7272
"Germany",2020-03-17,9257
"Germany",2020-03-18,12327
"Germany",2020-03-19,15320
"Germany",2020-03-20,19848
"Germany",2020-03-21,22213
"Germany",2020-03-22,24873
"Germany",2020-03-23,29056
"Germany",2020-03-24,32986
"Germany",2020-03-25,37323
"Germany",2020-03-26,43938
"Germany",2020-03-27,50871
"Germany",2020-03-28,57695
"Germany",2020-03-29,62095
"Germany",2020-03-30,66885
"Germany",2020-03-31,71808
"Germany",2020-04-01,77872
"Germany",2020-04-02,84794
"Germany",2020-04-03,91159
"Germany",2020-04-04,96092
"Germany",2020-04-05,100123
"Germany",2020-04-06,103374
"Germany",2020-04-07,107663
"Germany",2020-04-08,113296
"Germany",2020-04-09,118181
"Germany",2020-04-10,122171
"Germany",2020-04-11,124908
"Germany",2020-04-12,127854
"Germany",2020-04-13,130072
"Germany",2020-04-14,131359
"Germany",2020-04-15,134753
"Germany",2020-04-16,137698
"Germany",2020-04-17,141397
"Germany",2020-04-18,143342
"Germany",2020-04-19,145184
"Germany",2020-04-20,147065
"Germany",2020-04-21,148291
"Germany",2020-04-22,150648
"Germany",2020-04-23,153129
"Germany",2020-04-24,154999
"Germany",2020-04-25,156513
"Germany",2020-04-26,157770
"Germany",2020-04-27,158758
"Germany",2020-04-28,159912
"Germany",2020-04-29,161539
"Germany",2020-04-30,163009
"Germany",2020-05-01,164077
"Germany",2020-05-02,164967
"Germany",2020-05-03,165664
"Germany",2020-05-04,166152
"Germany",2020-05-05,167007
"Germany",2020-05-06,168162
"Germany",2020-05-07,169430
"India",2020-01-22,0
"India",2020-01-23,0
"India",2020-01-24,0
"India",2020-01-25,0
"India",2020-01-26,0
"India",2020-01-27,0
"India",2020-01-28,0
"India",2020-01-29,0
"India",2020-01-30,1
"India",2020-01-31,1
"India",2020-02-01,1
"India",2020-02-02,2
"India",2020-02-03,3
"India",2020-02-04,3
"India",2020-02-05,3
"India",2020-02-06,3
"India",2020-02-07,3
"India",2020-02-08,3
"India",2020-02-09,3
"India",2020-02-10,3
"India",2020-02-11,3
"India",2020-02-12,3
"India",2020-02-13,3
"India",2020-02-14,3
"India",2020-02-15,3
"India",2020-02-16,3
"India",2020-02-17,3
"India",2020-02-18,3
"India",2020-02-19,3
"India",2020-02-20,3
"India",2020-02-21,3
"India",2020-02-22,3
"India",2020-02-23,3
"India",2020-02-24,3
"India",2020-02-25,3
"India",2020-02-26,3
"India",2020-02-27,3
"India",2020-02-28,3
"India",2020-02-29,3
"India",2020-03-01,3
"India",2020-03-02,5
"India",2020-03-03,5
"India",2020-03-04,28
"India",2020-03-05,30
"India",2020-03-06,31
"India",2020-03-07,34
"India",2020-03-08,39
"India",2020-03-09,43
"India",2020-03-10,56
"India",2020-03-11,62
"India",2020-03-12,73
"India",2020-03-13,82
"India",2020-03-14,102
"India",2020-03-15,113
"India",2020-03-16,119
"India",2020-03-17,142
"India",2020-03-18,156
"India",2020-03-19,194
"India",2020-03-20,244
"India",2020-03-21,330
"India",2020-03-22,396
"India",2020-03-23,499
"India",2020-03-24,536
"India",2020-03-25,657
"India",2020-03-26,727
"India",2020-03-27,887
"India",2020-03-28,987
"India",2020-03-29,1024
"India",2020-03-30,1251
"India",2020-03-31,1397
"India",2020-04-01,1998
"India",2020-04-02,2543
"India",2020-04-03,2567
"India",2020-04-04,3082
"India",2020-04-05,3588
"India",2020-04-06,4778
"India",2020-04-07,5311
"India",2020-04-08,5916
"India",2020-04-09,6725
"India",2020-04-10,7598
"India",2020-04-11,8446
"India",2020-04-12,9205
"India",2020-04-13,10453
"India",2020-04-14,11487
"India",2020-04-15,12322
"India",2020-04-16,13430
"India",2020-04-17,14352
"India",2020-04-18,15722
"India",2020-04-19,17615
"India",2020-04-20,18539
"India",2020-04-21,20080
"India",2020-04-22,21370
"India",2020-04-23,23077
"India",2020-04-24,24530
"India",2020-04-25,26283
"India",2020-04-26,27890
"India",2020-04-27,29451
"India",2020-04-28,31324
"India",2020-04-29,33062
"India",2020-04-30,34863
"India",2020-05-01,37257
"India",2020-05-02,39699
"India",2020-05-03,42505
"India",2020-05-04,46437
"India",2020-05-05,49400
"India",2020-05-06,52987
"India",2020-05-07,56351
"Iran",2020-01-22,0
"Iran",2020-01-23,0
"Iran",2020-01-24,0
"Iran",2020-01-25,0
"Iran",2020-01-26,0
"Iran",2020-01-27,0
"Iran",2020-01-28,0
"Iran",2020-01-29,0
"Iran",2020-01-30,0
"Iran",2020-01-31,0
"Iran",2020-02-01,0
"Iran",2020-02-02,0
"Iran",2020-02-03,0
"Iran",2020-02-04,0
"Iran",2020-02-05,0
"Iran",2020-02-06,0
"Iran",2020-02-07,0
"Iran",2020-02-08,0
"Iran",2020-02-09,0
"Iran",2020-02-10,0
"Iran",2020-02-11,0
"Iran",2020-02-12,0
"Iran",2020-02-13,0
"Iran",2020-02-14,0
"Iran",2020-02-15,0
"Iran",2020-02-16,0
"Iran",2020-02-17,0
"Iran",2020-02-18,0
"Iran",2020-02-19,2
"Iran",2020-02-20,5
"Iran",2020-02-21,18
"Iran",2020-02-22,28
"Iran",2020-02-23,43
"Iran",2020-02-24,61
"Iran",2020-02-25,95
"Iran",2020-02-26,139
"Iran",2020-02-27,245
"Iran",2020-02-28,388
"Iran",2020-02-29,593
"Iran",2020-03-01,978
"Iran",2020-03-02,1501
"Iran",2020-03-03,2336
"Iran",2020-03-04,2922
"Iran",2020-03-05,3513
"Iran",2020-03-06,4747
"Iran",2020-03-07,5823
"Iran",2020-03-08,6566
"Iran",2020-03-09,7161
"Iran",2020-03-10,8042
"Iran",2020-03-11,9000
"Iran",2020-03-12,10075
"Iran",2020-03-13,11364
"Iran",2020-03-14,12729
"Iran",2020-03-15,13938
"Iran",2020-03-16,14991
"Iran",2020-03-17,16169
"Iran",2020-03-18,17361
"Iran",2020-03-19,18407
"Iran",2020-03-20,19644
"Iran",2020-03-21,20610
"Iran",2020-03-22,21638
"Iran",2020-03-23,23049
"Iran",2020-03-24,24811
"Iran",2020-03-25,27017
"Iran",2020-03-26,29406
"Iran",2020-03-27,32332
"Iran",2020-03-28,35408
"Iran",2020-03-29,38309
"Iran",2020-03-30,41495
"Iran",2020-03-31,44605
"Iran",2020-04-01,47593
"Iran",2020-04-02,50468
"Iran",2020-04-03,53183
"Iran",2020-04-04,55743
"Iran",2020-04-05,58226
"Iran",2020-04-06,60500
"Iran",2020-04-07,62589
"Iran",2020-04-08,64586
"Iran",2020-04-09,66220
"Iran",2020-04-10,68192
"Iran",2020-04-11,70029
"Iran",2020-04-12,71686
"Iran",2020-04-13,73303
"Iran",2020-04-14,74877
"Iran",2020-04-15,76389
"Iran",2020-04-16,77995
"Iran",2020-04-17,79494
"Iran",2020-04-18,80868
"Iran",2020-04-19,82211
"Iran",2020-04-20,83505
"Iran",2020-04-21,84802
"Iran",2020-04-22,85996
"Iran",2020-04-23,87026
"Iran",2020-04-24,88194
"Iran",2020-04-25,89328
"Iran",2020-04-26,90481
"Iran",2020-04-27,91472
"Iran",2020-04-28,92584
"Iran",2020-04-29,93657
"Iran",2020-04-30,94640
"Iran",2020-05-01,95646
"Iran",2020-05-02,96448
"Iran",2020-05-03,97424
"Iran",2020-05-04,98647
"Iran",2020-05-05,99970
"Iran",2020-05-06,101650
"Iran",2020-05-07,103135
"Ireland",2020-01-22,0
"Ireland",2020-01-23,0
"Ireland",2020-01-24,0
"Ireland",2020-01-25,0
"Ireland",2020-01-26,0
"Ireland",2020-01-27,0
"Ireland",2020-01-28,0
"Ireland",2020-01-29,0
"Ireland",2020-01-30,0
"Ireland",2020-01-31,0
"Ireland",2020-02-01,0
"Ireland",2020-02-02,0
"Ireland",2020-02-03,0
"Ireland",2020-02-04,0
"Ireland",2020-02-05,0
"Ireland",2020-02-06,0
"Ireland",2020-02-07,0
"Ireland",2020-02-08,0
"Ireland",2020-02-09,0
"Ireland",2020-02-10,0
"Ireland",2020-02-11,0
"Ireland",2020-02-12,0
"Ireland",2020-02-13,0
"Ireland",2020-02-14,0
"Ireland",2020-02-15,0
"Ireland",2020-02-16,0
"Ireland",2020-02-17,0
"Ireland",2020-02-18,0
"Ireland",2020-02-19,0
"Ireland",2020-02-20,0
"Ireland",2020-02-21,0
"Ireland",2020-02-22,0
"Ireland",2020-02-23,0
"Ireland",2020-02-24,0
"Ireland",2020-02-25,0
"Ireland",2020-02-26,0
"Ireland",2020-02-27,0
"Ireland",2020-02-28,0
"Ireland",2020-02-29,1
"Ireland",2020-03-01,1
"Ireland",2020-03-02,1
"Ireland",2020-03-03,2
"Ireland",2020-03-04,6
"Ireland",2020-03-05,6
"Ireland",2020-03-06,18
"Ireland",2020-03-07,18
"Ireland",2020-03-08,19
"Ireland",2020-03-09,21
"Ireland",2020-03-10,34
"Ireland",2020-03-11,43
"Ireland",2020-03-12,43
"Ireland",2020-03-13,90
"Ireland",2020-03-14,129
"Ireland",2020-03-15,129
"Ireland",2020-03-16,169
"Ireland",2020-03-17,223
"Ireland",2020-03-18,292
"Ireland",2020-03-19,557
"Ireland",2020-03-20,683
"Ireland",2020-03-21,785
"Ireland",2020-03-22,906
"Ireland",2020-03-23,1125
"Ireland",2020-03-24,1329
"Ireland",2020-03-25,1564
"Ireland",2020-03-26,1819
"Ireland",2020-03-27,2121
"Ireland",2020-03-28,2415
"Ireland",2020-03-29,2615
"Ireland",2020-03-30,2910
"Ireland",2020-03-31,3235
"Ireland",2020-04-01,3447
"Ireland",2020-04-02,3849
"Ireland",2020-04-03,4273
"Ireland",2020-04-04,4604
"Ireland",2020-04-05,4994
"Ireland",2020-04-06,5364
"Ireland",2020-04-07,5709
"Ireland",2020-04-08,6074
"Ireland",2020-04-09,6574
"Ireland",2020-04-10,8089
"Ireland",2020-04-11,8928
"Ireland",2020-04-12,9655
"Ireland",2020-04-13,10647
"Ireland",2020-04-14,11479
"Ireland",2020-04-15,12547
"Ireland",2020-04-16,13271
"Ireland",2020-04-17,13980
"Ireland",2020-04-18,14758
"Ireland",2020-04-19,15251
"Ireland",2020-04-20,15652
"Ireland",2020-04-21,16040
"Ireland",2020-04-22,16671
"Ireland",2020-04-23,17607
"Ireland",2020-04-24,18184
"Ireland",2020-04-25,18561
"Ireland",2020-04-26,19262
"Ireland",2020-04-27,19648
"Ireland",2020-04-28,19877
"Ireland",2020-04-29,20253
"Ireland",2020-04-30,20612
"Ireland",2020-05-01,20833
"Ireland",2020-05-02,21176
"Ireland",2020-05-03,21506
"Ireland",2020-05-04,21772
"Ireland",2020-05-05,21983
"Ireland",2020-05-06,22248
"Ireland",2020-05-07,22385
"Israel",2020-01-22,0
"Israel",2020-01-23,0
"Israel",2020-01-24,0
"Israel",2020-01-25,0
"Israel",2020-01-26,0
"Israel",2020-01-27,0
"Israel",2020-01-28,0
"Israel",2020-01-29,0
"Israel",2020-01-30,0
"Israel",2020-01-31,0
"Israel",2020-02-01,0
"Israel",2020-02-02,0
"Israel",2020-02-03,0
"Israel",2020-02-04,0
"Israel",2020-02-05,0
"Israel",2020-02-06,0
"Israel",2020-02-07,0
"Israel",2020-02-08,0
"Israel",2020-02-09,0
"Israel",2020-02-10,0
"Israel",2020-02-11,0
"Israel",2020-02-12,0
"Israel",2020-02-13,0
"Israel",2020-02-14,0
"Israel",2020-02-15,0
"Israel",2020-02-16,0
"Israel",2020-02-17,0
"Israel",2020-02-18,0
"Israel",2020-02-19,0
"Israel",2020-02-20,0
"Israel",2020-02-21,1
"Israel",2020-02-22,1
"Israel",2020-02-23,1
"Israel",2020-02-24,1
"Israel",2020-02-25,1
"Israel",2020-02-26,2
"Israel",2020-02-27,3
"Israel",2020-02-28,4
"Israel",2020-02-29,7
"Israel",2020-03-01,10
"Israel",2020-03-02,10
"Israel",2020-03-03,12
"Israel",2020-03-04,15
"Israel",2020-03-05,20
"Israel",2020-03-06,37
"Israel",2020-03-07,43
"Israel",2020-03-08,61
"Israel",2020-03-09,61
"Israel",2020-03-10,75
"Israel",2020-03-11,79
"Israel",2020-03-12,100
"Israel",2020-03-13,126
"Israel",2020-03-14,155
"Israel",2020-03-15,213
"Israel",2020-03-16,218
"Israel",2020-03-17,250
"Israel",2020-03-18,304
"Israel",2020-03-19,427
"Israel",2020-03-20,529
"Israel",2020-03-21,712
"Israel",2020-03-22,883
"Israel",2020-03-23,1071
"Israel",2020-03-24,1238
"Israel",2020-03-25,2369
"Israel",2020-03-26,2693
"Israel",2020-03-27,3035
"Israel",2020-03-28,3619
"Israel",2020-03-29,4247
"Israel",2020-03-30,4695
"Israel",2020-03-31,5358
"Israel",2020-04-01,6092
"Israel",2020-04-02,6857
"Israel",2020-04-03,7428
"Israel",2020-04-04,7851
"Israel",2020-04-05,8430
"Israel",2020-04-06,8904
"Israel",2020-04-07,9248
"Israel",2020-04-08,9404
"Israel",2020-04-09,9968
"Israel",2020-04-10,10408
"Israel",2020-04-11,10743
"Israel",2020-04-12,11145
"Israel",2020-04-13,11586
"Israel",2020-04-14,12046
"Israel",2020-04-15,12501
"Israel",2020-04-16,12758
"Israel",2020-04-17,12982
"Israel",2020-04-18,13265
"Israel",2020-04-19,13491
"Israel",2020-04-20,13713
"Israel",2020-04-21,13942
"Israel",2020-04-22,14498
"Israel",2020-04-23,14803
"Israel",2020-04-24,15058
"Israel",2020-04-25,15298
"Israel",2020-04-26,15443
"Israel",2020-04-27,15555
"Israel",2020-04-28,15728
"Israel",2020-04-29,15834
"Israel",2020-04-30,15946
"Israel",2020-05-01,16101
"Israel",2020-05-02,16185
"Israel",2020-05-03,16208
"Israel",2020-05-04,16246
"Israel",2020-05-05,16289
"Israel",2020-05-06,16310
"Israel",2020-05-07,16381
"Italy",2020-01-22,0
"Italy",2020-01-23,0
"Italy",2020-01-24,0
"Italy",2020-01-25,0
"Italy",2020-01-26,0
"Italy",2020-01-27,0
"Italy",2020-01-28,0
"Italy",2020-01-29,0
"Italy",2020-01-30,0
"Italy",2020-01-31,2
"Italy",2020-02-01,2
"Italy",2020-02-02,2
"Italy",2020-02-03,2
"Italy",2020-02-04,2
"Italy",2020-02-05,2
"Italy",2020-02-06,2
"Italy",2020-02-07,3
"Italy",2020-02-08,3
"Italy",2020-02-09,3
"Italy",2020-02-10,3
"Italy",2020-02-11,3
"Italy",2020-02-12,3
"Italy",2020-02-13,3
"Italy",2020-02-14,3
"Italy",2020-02-15,3
"Italy",2020-02-16,3
"Italy",2020-02-17,3
"Italy",2020-02-18,3
"Italy",2020-02-19,3
"Italy",2020-02-20,3
"Italy",2020-02-21,20
"Italy",2020-02-22,62
"Italy",2020-02-23,155
"Italy",2020-02-24,229
"Italy",2020-02-25,322
"Italy",2020-02-26,453
"Italy",2020-02-27,655
"Italy",2020-02-28,888
"Italy",2020-02-29,1128
"Italy",2020-03-01,1694
"Italy",2020-03-02,2036
"Italy",2020-03-03,2502
"Italy",2020-03-04,3089
"Italy",2020-03-05,3858
"Italy",2020-03-06,4636
"Italy",2020-03-07,5883
"Italy",2020-03-08,7375
"Italy",2020-03-09,9172
"Italy",2020-03-10,10149
"Italy",2020-03-11,12462
"Italy",2020-03-12,12462
"Italy",2020-03-13,17660
"Italy",2020-03-14,21157
"Italy",2020-03-15,24747
"Italy",2020-03-16,27980
"Italy",2020-03-17,31506
"Italy",2020-03-18,35713
"Italy",2020-03-19,41035
"Italy",2020-03-20,47021
"Italy",2020-03-21,53578
"Italy",2020-03-22,59138
"Italy",2020-03-23,63927
"Italy",2020-03-24,69176
"Italy",2020-03-25,74386
"Italy",2020-03-26,80589
"Italy",2020-03-27,86498
"Italy",2020-03-28,92472
"Italy",2020-03-29,97689
"Italy",2020-03-30,101739
"Italy",2020-03-31,105792
"Italy",2020-04-01,110574
"Italy",2020-04-02,115242
"Italy",2020-04-03,119827
"Italy",2020-04-04,124632
"Italy",2020-04-05,128948
"Italy",2020-04-06,132547
"Italy",2020-04-07,135586
"Italy",2020-04-08,139422
"Italy",2020-04-09,143626
"Italy",2020-04-10,147577
"Italy",2020-04-11,152271
"Italy",2020-04-12,156363
"Italy",2020-04-13,159516
"Italy",2020-04-14,162488
"Italy",2020-04-15,165155
"Italy",2020-04-16,168941
"Italy",2020-04-17,172434
"Italy",2020-04-18,175925
"Italy",2020-04-19,178972
"Italy",2020-04-20,181228
"Italy",2020-04-21,183957
"Italy",2020-04-22,187327
"Italy",2020-04-23,189973
"Italy",2020-04-24,192994
"Italy",2020-04-25,195351
"Italy",2020-04-26,197675
"Italy",2020-04-27,199414
"Italy",2020-04-28,201505
"Italy",2020-04-29,203591
"Italy",2020-04-30,205463
"Italy",2020-05-01,207428
"Italy",2020-05-02,209328
"Italy",2020-05-03,210717
"Italy",2020-05-04,211938
"Italy",2020-05-05,213013
"Italy",2020-05-06,214457
"Italy",2020-05-07,215858
"Korea, South",2020-01-22,1
"Korea, South",2020-01-23,1
"Korea, South",2020-01-24,2
"Korea, South",2020-01-25,2
"Korea, South",2020-01-26,3
"Korea, South",2020-01-27,4
"Korea, South",2020-01-28,4
"Korea, South",2020-01-29,4
"Korea, South",2020-01-30,4
"Korea, South",2020-01-31,11
"Korea, South",2020-02-01,12
"Korea, South",2020-02-02,15
"Korea, South",2020-02-03,15
"Korea, South",2020-02-04,16
"Korea, South",2020-02-05,19
"Korea, South",2020-02-06,23
"Korea, South",2020-02-07,24
"Korea, South",2020-02-08,24
"Korea, South",2020-02-09,25
"Korea, South",2020-02-10,27
"Korea, South",2020-02-11,28
"Korea, South",2020-02-12,28
"Korea, South",2020-02-13,28
"Korea, South",2020-02-14,28
"Korea, South",2020-02-15,28
"Korea, South",2020-02-16,29
"Korea, South",2020-02-17,30
"Korea, South",2020-02-18,31
"Korea, South",2020-02-19,31
"Korea, South",2020-02-20,104
"Korea, South",2020-02-21,204
"Korea, South",2020-02-22,433
"Korea, South",2020-02-23,602
"Korea, South",2020-02-24,833
"Korea, South",2020-02-25,977
"Korea, South",2020-02-26,1261
"Korea, South",2020-02-27,1766
"Korea, South",2020-02-28,2337
"Korea, South",2020-02-29,3150
"Korea, South",2020-03-01,3736
"Korea, South",2020-03-02,4335
"Korea, South",2020-03-03,5186
"Korea, South",2020-03-04,5621
"Korea, South",2020-03-05,6088
"Korea, South",2020-03-06,6593
"Korea, South",2020-03-07,7041
"Korea, South",2020-03-08,7314
"Korea, South",2020-03-09,7478
"Korea, South",2020-03-10,7513
"Korea, South",2020-03-11,7755
"Korea, South",2020-03-12,7869
"Korea, South",2020-03-13,7979
"Korea, South",2020-03-14,8086
"Korea, South",2020-03-15,8162
"Korea, South",2020-03-16,8236
"Korea, South",2020-03-17,8320
"Korea, South",2020-03-18,8413
"Korea, South",2020-03-19,8565
"Korea, South",2020-03-20,8652
"Korea, South",2020-03-21,8799
"Korea, South",2020-03-22,8961
"Korea, South",2020-03-23,8961
"Korea, South",2020-03-24,9037
"Korea, South",2020-03-25,9137
"Korea, South",2020-03-26,9241
"Korea, South",2020-03-27,9332
"Korea, South",2020-03-28,9478
"Korea, South",2020-03-29,9583
"Korea, South",2020-03-30,9661
"Korea, South",2020-03-31,9786
"Korea, South",2020-04-01,9887
"Korea, South",2020-04-02,9976
"Korea, South",2020-04-03,10062
"Korea, South",2020-04-04,10156
"Korea, South",2020-04-05,10237
"Korea, South",2020-04-06,10284
"Korea, South",2020-04-07,10331
"Korea, South",2020-04-08,10384
"Korea, South",2020-04-09,10423
"Korea, South",2020-04-10,10450
"Korea, South",2020-04-11,10480
"Korea, South",2020-04-12,10512
"Korea, South",2020-04-13,10537
"Korea, South",2020-04-14,10564
"Korea, South",2020-04-15,10591
"Korea, South",2020-04-16,10613
"Korea, South",2020-04-17,10635
"Korea, South",2020-04-18,10653
"Korea, South",2020-04-19,10661
"Korea, South",2020-04-20,10674
"Korea, South",2020-04-21,10683
"Korea, South",2020-04-22,10694
"Korea, South",2020-04-23,10708
"Korea, South",2020-04-24,10718
"Korea, South",2020-04-25,10728
"Korea, South",2020-04-26,10738
"Korea, South",2020-04-27,10752
"Korea, South",2020-04-28,10761
"Korea, South",2020-04-29,10765
"Korea, South",2020-04-30,10774
"Korea, South",2020-05-01,10780
"Korea, South",2020-05-02,10793
"Korea, South",2020-05-03,10801
"Korea, South",2020-05-04,10804
"Korea, South",2020-05-05,10806
"Korea, South",2020-05-06,10810
"Korea, South",2020-05-07,10822
"Mexico",2020-01-22,0
"Mexico",2020-01-23,0
"Mexico",2020-01-24,0
"Mexico",2020-01-25,0
"Mexico",2020-01-26,0
"Mexico",2020-01-27,0
"Mexico",2020-01-28,0
"Mexico",2020-01-29,0
"Mexico",2020-01-30,0
"Mexico",2020-01-31,0
"Mexico",2020-02-01,0
"Mexico",2020-02-02,0
"Mexico",2020-02-03,0
"Mexico",2020-02-04,0
"Mexico",2020-02-05,0
"Mexico",2020-02-06,0
"Mexico",2020-02-07,0
"Mexico",2020-02-08,0
"Mexico",2020-02-09,0
"Mexico",2020-02-10,0
"Mexico",2020-02-11,0
"Mexico",2020-02-12,0
"Mexico",2020-02-13,0
"Mexico",2020-02-14,0
"Mexico",2020-02-15,0
"Mexico",2020-02-16,0
"Mexico",2020-02-17,0
"Mexico",2020-02-18,0
"Mexico",2020-02-19,0
"Mexico",2020-02-20,0
"Mexico",2020-02-21,0
"Mexico",2020-02-22,0
"Mexico",2020-02-23,0
"Mexico",2020-02-24,0
"Mexico",2020-02-25,0
"Mexico",2020-02-26,0
"Mexico",2020-02-27,0
"Mexico",2020-02-28,1
"Mexico",2020-02-29,4
"Mexico",2020-03-01,5
"Mexico",2020-03-02,5
"Mexico",2020-03-03,5
"Mexico",2020-03-04,5
"Mexico",2020-03-05,5
"Mexico",2020-03-06,6
"Mexico",2020-03-07,6
"Mexico",2020-03-08,7
"Mexico",2020-03-09,7
"Mexico",2020-03-10,7
"Mexico",2020-03-11,8
"Mexico",2020-03-12,12
"Mexico",2020-03-13,26
"Mexico",2020-03-14,41
"Mexico",2020-03-15,53
"Mexico",2020-03-16,82
"Mexico",2020-03-17,93
"Mexico",2020-03-18,118
"Mexico",2020-03-19,164
"Mexico",2020-03-20,203
"Mexico",2020-03-21,251
"Mexico",2020-03-22,316
"Mexico",2020-03-23,367
"Mexico",2020-03-24,405
"Mexico",2020-03-25,475
"Mexico",2020-03-26,585
"Mexico",2020-03-27,717
"Mexico",2020-03-28,848
"Mexico",2020-03-29,993
"Mexico",2020-03-30,1094
"Mexico",2020-03-31,1215
"Mexico",2020-04-01,1378
"Mexico",2020-04-02,1510
"Mexico",2020-04-03,1688
"Mexico",2020-04-04,1890
"Mexico",2020-04-05,2143
"Mexico",2020-04-06,2439
"Mexico",2020-04-07,2785
"Mexico",2020-04-08,3181
"Mexico",2020-04-09,3441
"Mexico",2020-04-10,3844
"Mexico",2020-04-11,4219
"Mexico",2020-04-12,4661
"Mexico",2020-04-13,5014
"Mexico",2020-04-14,5399
"Mexico",2020-04-15,5847
"Mexico",2020-04-16,6297
"Mexico",2020-04-17,6875
"Mexico",2020-04-18,7497
"Mexico",2020-04-19,8261
"Mexico",2020-04-20,8772
"Mexico",2020-04-21,9501
"Mexico",2020-04-22,10544
"Mexico",2020-04-23,11633
"Mexico",2020-04-24,12872
"Mexico",2020-04-25,13842
"Mexico",2020-04-26,14677
"Mexico",2020-04-27,15529
"Mexico",2020-04-28,16752
"Mexico",2020-04-29,17799
"Mexico",2020-04-30,19224
"Mexico",2020-05-01,20739
"Mexico",2020-05-02,22088
"Mexico",2020-05-03,23471
"Mexico",2020-05-04,24905
"Mexico",2020-05-05,26025
"Mexico",2020-05-06,27634
"Mexico",2020-05-07,29616
"Netherlands",2020-01-22,0
"Netherlands",2020-01-23,0
"Netherlands",2020-01-24,0
"Netherlands",2020-01-25,0
"Netherlands",2020-01-26,0
"Netherlands",2020-01-27,0
"Netherlands",2020-01-28,0
"Netherlands",2020-01-29,0
"Netherlands",2020-01-30,0
