"country","date","confirmed"
"Netherlands",2020-01-31,0
"Netherlands",2020-02-01,0
"Netherlands",2020-02-02,0
"Netherlands",2020-02-03,0
"Netherlands",2020-02-04,0
"Netherlands",2020-02-05,0
"Netherlands",2020-02-06,0
"Netherlands",2020-02-07,0
"Netherlands",2020-02-08,0
"Netherlands",2020-02-09,0
"Netherlands",2020-02-10,0
"Netherlands",2020-02-11,0
"Netherlands",2020-02-12,0
"Netherlands",2020-02-13,0
"Netherlands",2020-02-14,0
"Netherlands",2020-02-15,0
"Netherlands",2020-02-16,0
"Netherlands",2020-02-17,0
"Netherlands",2020-02-18,0
"Netherlands",2020-02-19,0
"Netherlands",2020-02-20,0
"Netherlands",2020-02-21,0
"Netherlands",2020-02-22,0
"Netherlands",2020-02-23,0
"Netherlands",2020-02-24,0
"Netherlands",2020-02-25,0
"Netherlands",2020-02-26,0
"Netherlands",2020-02-27,1
"Netherlands",2020-02-28,1
"Netherlands",2020-02-29,6
"Netherlands",2020-03-01,10
"Netherlands",2020-03-02,18
"Netherlands",2020-03-03,24
"Netherlands",2020-03-04,38
"Netherlands",2020-03-05,82
"Netherlands",2020-03-06,128
"Netherlands",2020-03-07,188
"Netherlands",2020-03-08,265
"Netherlands",2020-03-09,321
"Netherlands",2020-03-10,382
"Netherlands",2020-03-11,503
"Netherlands",2020-03-12,503
"Netherlands",2020-03-13,806
"Netherlands",2020-03-14,962
"Netherlands",2020-03-15,1138
"Netherlands",2020-03-16,1416
"Netherlands",2020-03-17,1711
"Netherlands",2020-03-18,2058
"Netherlands",2020-03-19,2467
"Netherlands",2020-03-20,3003
"Netherlands",2020-03-21,3640
"Netherlands",2020-03-22,4217
"Netherlands",2020-03-23,4764
"Netherlands",2020-03-24,5580
"Netherlands",2020-03-25,6438
"Netherlands",2020-03-26,7468
"Netherlands",2020-03-27,8647
"Netherlands",2020-03-28,9819
"Netherlands",2020-03-29,10930
"Netherlands",2020-03-30,11817
"Netherlands",2020-03-31,12667
"Netherlands",2020-04-01,13696
"Netherlands",2020-04-02,14788
"Netherlands",2020-04-03,15821
"Netherlands",2020-04-04,16727
"Netherlands",2020-04-05,17953
"Netherlands",2020-04-06,18926
"Netherlands",2020-04-07,19709
"Netherlands",2020-04-08,20682
"Netherlands",2020-04-09,21903
"Netherlands",2020-04-10,23249
"Netherlands",2020-04-11,24571
"Netherlands",2020-04-12,25746
"Netherlands",2020-04-13,26710
"Netherlands",2020-04-14,27580
"Netherlands",2020-04-15,28316
"Netherlands",2020-04-16,29383
"Netherlands",2020-04-17,30619
"Netherlands",2020-04-18,31766
"Netherlands",2020-04-19,32838
"Netherlands",2020-04-20,33588
"Netherlands",2020-04-21,34317
"Netherlands",2020-04-22,35032
"Netherlands",2020-04-23,35921
"Netherlands",2020-04-24,36729
"Netherlands",2020-04-25,37384
"Netherlands",2020-04-26,38040
"Netherlands",2020-04-27,38440
"Netherlands",2020-04-28,38612
"Netherlands",2020-04-29,38998
"Netherlands",2020-04-30,39512
"Netherlands",2020-05-01,39989
"Netherlands",2020-05-02,40434
"Netherlands",2020-05-03,40769
"Netherlands",2020-05-04,40968
"Netherlands",2020-05-05,41286
"Netherlands",2020-05-06,41518
"Netherlands",2020-05-07,41973
"Pakistan",2020-01-22,0
"Pakistan",2020-01-23,0
"Pakistan",2020-01-24,0
"Pakistan",2020-01-25,0
"Pakistan",2020-01-26,0
"Pakistan",2020-01-27,0
"Pakistan",2020-01-28,0
"Pakistan",2020-01-29,0
"Pakistan",2020-01-30,0
"Pakistan",2020-01-31,0
"Pakistan",2020-02-01,0
"Pakistan",2020-02-02,0
"Pakistan",2020-02-03,0
"Pakistan",2020-02-04,0
"Pakistan",2020-02-05,0
"Pakistan",2020-02-06,0
"Pakistan",2020-02-07,0
"Pakistan",2020-02-08,0
"Pakistan",2020-02-09,0
"Pakistan",2020-02-10,0
"Pakistan",2020-02-11,0
"Pakistan",2020-02-12,0
"Pakistan",2020-02-13,0
"Pakistan",2020-02-14,0
"Pakistan",2020-02-15,0
"Pakistan",2020-02-16,0
"Pakistan",2020-02-17,0
"Pakistan",2020-02-18,0
"Pakistan",2020-02-19,0
"Pakistan",2020-02-20,0
"Pakistan",2020-02-21,0
"Pakistan",2020-02-22,0
"Pakistan",2020-02-23,0
"Pakistan",2020-02-24,0
"Pakistan",2020-02-25,0
"Pakistan",2020-02-26,2
"Pakistan",2020-02-27,2
"Pakistan",2020-02-28,2
"Pakistan",2020-02-29,4
"Pakistan",2020-03-01,4
"Pakistan",2020-03-02,4
"Pakistan",2020-03-03,5
"Pakistan",2020-03-04,5
"Pakistan",2020-03-05,5
"Pakistan",2020-03-06,6
"Pakistan",2020-03-07,6
"Pakistan",2020-03-08,6
"Pakistan",2020-03-09,6
"Pakistan",2020-03-10,16
"Pakistan",2020-03-11,19
"Pakistan",2020-03-12,20
"Pakistan",2020-03-13,28
"Pakistan",2020-03-14,31
"Pakistan",2020-03-15,53
"Pakistan",2020-03-16,136
"Pakistan",2020-03-17,236
"Pakistan",2020-03-18,299
"Pakistan",2020-03-19,454
"Pakistan",2020-03-20,501
"Pakistan",2020-03-21,730
"Pakistan",2020-03-22,776
"Pakistan",2020-03-23,875
"Pakistan",2020-03-24,972
"Pakistan",2020-03-25,1063
"Pakistan",2020-03-26,1201
"Pakistan",2020-03-27,1373
"Pakistan",2020-03-28,1495
"Pakistan",2020-03-29,1597
"Pakistan",2020-03-30,1717
"Pakistan",2020-03-31,1938
"Pakistan",2020-04-01,2118
"Pakistan",2020-04-02,2421
"Pakistan",2020-04-03,2686
"Pakistan",2020-04-04,2818
"Pakistan",2020-04-05,3157
"Pakistan",2020-04-06,3766
"Pakistan",2020-04-07,4035
"Pakistan",2020-04-08,4263
"Pakistan",2020-04-09,4489
"Pakistan",2020-04-10,4695
"Pakistan",2020-04-11,5011
"Pakistan",2020-04-12,5230
"Pakistan",2020-04-13,5496
"Pakistan",2020-04-14,5837
"Pakistan",2020-04-15,6383
"Pakistan",2020-04-16,6919
"Pakistan",2020-04-17,7025
"Pakistan",2020-04-18,7638
"Pakistan",2020-04-19,8348
"Pakistan",2020-04-20,8418
"Pakistan",2020-04-21,9565
"Pakistan",2020-04-22,10076
"Pakistan",2020-04-23,11155
"Pakistan",2020-04-24,11940
"Pakistan",2020-04-25,12723
"Pakistan",2020-04-26,13328
"Pakistan",2020-04-27,13915
"Pakistan",2020-04-28,14612
"Pakistan",2020-04-29,15525
"Pakistan",2020-04-30,16817
"Pakistan",2020-05-01,18114
"Pakistan",2020-05-02,19103
"Pakistan",2020-05-03,20084
"Pakistan",2020-05-04,20941
"Pakistan",2020-05-05,22049
"Pakistan",2020-05-06,24073
"Pakistan",2020-05-07,24644
"Peru",2020-01-22,0
"Peru",2020-01-23,0
"Peru",2020-01-24,0
"Peru",2020-01-25,0
"Peru",2020-01-26,0
"Peru",2020-01-27,0
"Peru",2020-01-28,0
"Peru",2020-01-29,0
"Peru",2020-01-30,0
"Peru",2020-01-31,0
"Peru",2020-02-01,0
"Peru",2020-02-02,0
"Peru",2020-02-03,0
"Peru",2020-02-04,0
"Peru",2020-02-05,0
"Peru",2020-02-06,0
"Peru",2020-02-07,0
"Peru",2020-02-08,0
"Peru",2020-02-09,0
"Peru",2020-02-10,0
"Peru",2020-02-11,0
"Peru",2020-02-12,0
"Peru",2020-02-13,0
"Peru",2020-02-14,0
"Peru",2020-02-15,0
"Peru",2020-02-16,0
"Peru",2020-02-17,0
"Peru",2020-02-18,0
"Peru",2020-02-19,0
"Peru",2020-02-20,0
"Peru",2020-02-21,0
"Peru",2020-02-22,0
"Peru",2020-02-23,0
"Peru",2020-02-24,0
"Peru",2020-02-25,0
"Peru",2020-02-26,0
"Peru",2020-02-27,0
"Peru",2020-02-28,0
"Peru",2020-02-29,0
"Peru",2020-03-01,0
"Peru",2020-03-02,0
"Peru",2020-03-03,0
"Peru",2020-03-04,0
"Peru",2020-03-05,0
"Peru",2020-03-06,1
"Peru",2020-03-07,1
"Peru",2020-03-08,6
"Peru",2020-03-09,7
"Peru",2020-03-10,11
"Peru",2020-03-11,11
"Peru",2020-03-12,15
"Peru",2020-03-13,28
"Peru",2020-03-14,38
"Peru",2020-03-15,43
"Peru",2020-03-16,86
"Peru",2020-03-17,117
"Peru",2020-03-18,145
"Peru",2020-03-19,234
"Peru",2020-03-20,234
"Peru",2020-03-21,318
"Peru",2020-03-22,363
"Peru",2020-03-23,395
"Peru",2020-03-24,416
"Peru",2020-03-25,480
"Peru",2020-03-26,580
"Peru",2020-03-27,635
"Peru",2020-03-28,671
"Peru",2020-03-29,852
"Peru",2020-03-30,950
"Peru",2020-03-31,1065
"Peru",2020-04-01,1323
"Peru",2020-04-02,1414
"Peru",2020-04-03,1595
"Peru",2020-04-04,1746
"Peru",2020-04-05,2281
"Peru",2020-04-06,2561
"Peru",2020-04-07,2954
"Peru",2020-04-08,4342
"Peru",2020-04-09,5256
"Peru",2020-04-10,5897
"Peru",2020-04-11,6848
"Peru",2020-04-12,7519
"Peru",2020-04-13,9784
"Peru",2020-04-14,10303
"Peru",2020-04-15,11475
"Peru",2020-04-16,12491
"Peru",2020-04-17,13489
"Peru",2020-04-18,14420
"Peru",2020-04-19,15628
"Peru",2020-04-20,16325
"Peru",2020-04-21,17837
"Peru",2020-04-22,19250
"Peru",2020-04-23,20914
"Peru",2020-04-24,21648
"Peru",2020-04-25,25331
"Peru",2020-04-26,27517
"Peru",2020-04-27,28699
"Peru",2020-04-28,31190
"Peru",2020-04-29,33931
"Peru",2020-04-30,36976
"Peru",2020-05-01,40459
"Peru",2020-05-02,42534
"Peru",2020-05-03,45928
"Peru",2020-05-04,47372
"Peru",2020-05-05,51189
"Peru",2020-05-06,54817
"Peru",2020-05-07,58526
"Portugal",2020-01-22,0
"Portugal",2020-01-23,0
"Portugal",2020-01-24,0
"Portugal",2020-01-25,0
"Portugal",2020-01-26,0
"Portugal",2020-01-27,0
"Portugal",2020-01-28,0
"Portugal",2020-01-29,0
"Portugal",2020-01-30,0
"Portugal",2020-01-31,0
"Portugal",2020-02-01,0
"Portugal",2020-02-02,0
"Portugal",2020-02-03,0
"Portugal",2020-02-04,0
"Portugal",2020-02-05,0
"Portugal",2020-02-06,0
"Portugal",2020-02-07,0
"Portugal",2020-02-08,0
"Portugal",2020-02-09,0
"Portugal",2020-02-10,0
"Portugal",2020-02-11,0
"Portugal",2020-02-12,0
"Portugal",2020-02-13,0
"Portugal",2020-02-14,0
"Portugal",2020-02-15,0
"Portugal",2020-02-16,0
"Portugal",2020-02-17,0
"Portugal",2020-02-18,0
"Portugal",2020-02-19,0
"Portugal",2020-02-20,0
"Portugal",2020-02-21,0
"Portugal",2020-02-22,0
"Portugal",2020-02-23,0
"Portugal",2020-02-24,0
"Portugal",2020-02-25,0
"Portugal",2020-02-26,0
"Portugal",2020-02-27,0
"Portugal",2020-02-28,0
"Portugal",2020-02-29,0
"Portugal",2020-03-01,0
"Portugal",2020-03-02,2
"Portugal",2020-03-03,2
"Portugal",2020-03-04,5
"Portugal",2020-03-05,8
"Portugal",2020-03-06,13
"Portugal",2020-03-07,20
"Portugal",2020-03-08,30
"Portugal",2020-03-09,30
"Portugal",2020-03-10,41
"Portugal",2020-03-11,59
"Portugal",2020-03-12,59
"Portugal",2020-03-13,112
"Portugal",2020-03-14,169
"Portugal",2020-03-15,245
"Portugal",2020-03-16,331
"Portugal",2020-03-17,448
"Portugal",2020-03-18,448
"Portugal",2020-03-19,785
"Portugal",2020-03-20,1020
"Portugal",2020-03-21,1280
"Portugal",2020-03-22,1600
"Portugal",2020-03-23,2060
"Portugal",2020-03-24,2362
"Portugal",2020-03-25,2995
"Portugal",2020-03-26,3544
"Portugal",2020-03-27,4268
"Portugal",2020-03-28,5170
"Portugal",2020-03-29,5962
"Portugal",2020-03-30,6408
"Portugal",2020-03-31,7443
"Portugal",2020-04-01,8251
"Portugal",2020-04-02,9034
"Portugal",2020-04-03,9886
"Portugal",2020-04-04,10524
"Portugal",2020-04-05,11278
"Portugal",2020-04-06,11730
"Portugal",2020-04-07,12442
"Portugal",2020-04-08,13141
"Portugal",2020-04-09,13956
"Portugal",2020-04-10,15472
"Portugal",2020-04-11,15987
"Portugal",2020-04-12,16585
"Portugal",2020-04-13,16934
"Portugal",2020-04-14,17448
"Portugal",2020-04-15,18091
"Portugal",2020-04-16,18841
"Portugal",2020-04-17,19022
"Portugal",2020-04-18,19685
"Portugal",2020-04-19,20206
"Portugal",2020-04-20,20863
"Portugal",2020-04-21,21379
"Portugal",2020-04-22,21982
"Portugal",2020-04-23,22353
"Portugal",2020-04-24,22797
"Portugal",2020-04-25,23392
"Portugal",2020-04-26,23864
"Portugal",2020-04-27,24027
"Portugal",2020-04-28,24322
"Portugal",2020-04-29,24505
"Portugal",2020-04-30,25045
"Portugal",2020-05-01,25351
"Portugal",2020-05-02,25190
"Portugal",2020-05-03,25282
"Portugal",2020-05-04,25524
"Portugal",2020-05-05,25702
"Portugal",2020-05-06,26182
"Portugal",2020-05-07,26715
"Qatar",2020-01-22,0
"Qatar",2020-01-23,0
"Qatar",2020-01-24,0
"Qatar",2020-01-25,0
"Qatar",2020-01-26,0
"Qatar",2020-01-27,0
"Qatar",2020-01-28,0
"Qatar",2020-01-29,0
"Qatar",2020-01-30,0
"Qatar",2020-01-31,0
"Qatar",2020-02-01,0
"Qatar",2020-02-02,0
"Qatar",2020-02-03,0
"Qatar",2020-02-04,0
"Qatar",2020-02-05,0
"Qatar",2020-02-06,0
"Qatar",2020-02-07,0
"Qatar",2020-02-08,0
"Qatar",2020-02-09,0
"Qatar",2020-02-10,0
"Qatar",2020-02-11,0
"Qatar",2020-02-12,0
"Qatar",2020-02-13,0
"Qatar",2020-02-14,0
"Qatar",2020-02-15,0
"Qatar",2020-02-16,0
"Qatar",2020-02-17,0
"Qatar",2020-02-18,0
"Qatar",2020-02-19,0
"Qatar",2020-02-20,0
"Qatar",2020-02-21,0
"Qatar",2020-02-22,0
"Qatar",2020-02-23,0
"Qatar",2020-02-24,0
"Qatar",2020-02-25,0
"Qatar",2020-02-26,0
"Qatar",2020-02-27,0
"Qatar",2020-02-28,0
"Qatar",2020-02-29,1
"Qatar",2020-03-01,3
"Qatar",2020-03-02,3
"Qatar",2020-03-03,7
"Qatar",2020-03-04,8
"Qatar",2020-03-05,8
"Qatar",2020-03-06,8
"Qatar",2020-03-07,8
"Qatar",2020-03-08,15
"Qatar",2020-03-09,18
"Qatar",2020-03-10,24
"Qatar",2020-03-11,262
"Qatar",2020-03-12,262
"Qatar",2020-03-13,320
"Qatar",2020-03-14,337
"Qatar",2020-03-15,401
"Qatar",2020-03-16,439
"Qatar",2020-03-17,439
"Qatar",2020-03-18,452
"Qatar",2020-03-19,460
"Qatar",2020-03-20,470
"Qatar",2020-03-21,481
"Qatar",2020-03-22,494
"Qatar",2020-03-23,501
"Qatar",2020-03-24,526
"Qatar",2020-03-25,537
"Qatar",2020-03-26,549
"Qatar",2020-03-27,562
"Qatar",2020-03-28,590
"Qatar",2020-03-29,634
"Qatar",2020-03-30,693
"Qatar",2020-03-31,781
"Qatar",2020-04-01,835
"Qatar",2020-04-02,949
"Qatar",2020-04-03,1075
"Qatar",2020-04-04,1325
"Qatar",2020-04-05,1604
"Qatar",2020-04-06,1832
"Qatar",2020-04-07,2057
"Qatar",2020-04-08,2210
"Qatar",2020-04-09,2376
"Qatar",2020-04-10,2512
"Qatar",2020-04-11,2728
"Qatar",2020-04-12,2979
"Qatar",2020-04-13,3231
"Qatar",2020-04-14,3428
"Qatar",2020-04-15,3711
"Qatar",2020-04-16,4103
"Qatar",2020-04-17,4663
"Qatar",2020-04-18,5008
"Qatar",2020-04-19,5448
"Qatar",2020-04-20,6015
"Qatar",2020-04-21,6533
"Qatar",2020-04-22,7141
"Qatar",2020-04-23,7764
"Qatar",2020-04-24,8525
"Qatar",2020-04-25,9358
"Qatar",2020-04-26,10287
"Qatar",2020-04-27,11244
"Qatar",2020-04-28,11921
"Qatar",2020-04-29,12564
"Qatar",2020-04-30,13409
"Qatar",2020-05-01,14096
"Qatar",2020-05-02,14872
"Qatar",2020-05-03,15551
"Qatar",2020-05-04,16191
"Qatar",2020-05-05,17142
"Qatar",2020-05-06,17972
"Qatar",2020-05-07,18890
"Russia",2020-01-22,0
"Russia",2020-01-23,0
"Russia",2020-01-24,0
"Russia",2020-01-25,0
"Russia",2020-01-26,0
"Russia",2020-01-27,0
"Russia",2020-01-28,0
"Russia",2020-01-29,0
"Russia",2020-01-30,0
"Russia",2020-01-31,2
"Russia",2020-02-01,2
"Russia",2020-02-02,2
"Russia",2020-02-03,2
"Russia",2020-02-04,2
"Russia",2020-02-05,2
"Russia",2020-02-06,2
"Russia",2020-02-07,2
"Russia",2020-02-08,2
"Russia",2020-02-09,2
"Russia",2020-02-10,2
"Russia",2020-02-11,2
"Russia",2020-02-12,2
"Russia",2020-02-13,2
"Russia",2020-02-14,2
"Russia",2020-02-15,2
"Russia",2020-02-16,2
"Russia",2020-02-17,2
"Russia",2020-02-18,2
"Russia",2020-02-19,2
"Russia",2020-02-20,2
"Russia",2020-02-21,2
"Russia",2020-02-22,2
"Russia",2020-02-23,2
"Russia",2020-02-24,2
"Russia",2020-02-25,2
"Russia",2020-02-26,2
"Russia",2020-02-27,2
"Russia",2020-02-28,2
"Russia",2020-02-29,2
"Russia",2020-03-01,2
"Russia",2020-03-02,3
"Russia",2020-03-03,3
"Russia",2020-03-04,3
"Russia",2020-03-05,4
"Russia",2020-03-06,13
"Russia",2020-03-07,13
"Russia",2020-03-08,17
"Russia",2020-03-09,17
"Russia",2020-03-10,20
"Russia",2020-03-11,20
"Russia",2020-03-12,28
"Russia",2020-03-13,45
"Russia",2020-03-14,59
"Russia",2020-03-15,63
"Russia",2020-03-16,90
"Russia",2020-03-17,114
"Russia",2020-03-18,147
"Russia",2020-03-19,199
"Russia",2020-03-20,253
"Russia",2020-03-21,306
"Russia",2020-03-22,367
"Russia",2020-03-23,438
"Russia",2020-03-24,495
"Russia",2020-03-25,658
"Russia",2020-03-26,840
"Russia",2020-03-27,1036
"Russia",2020-03-28,1264
"Russia",2020-03-29,1534
"Russia",2020-03-30,1836
"Russia",2020-03-31,2337
"Russia",2020-04-01,2777
"Russia",2020-04-02,3548
"Russia",2020-04-03,4149
"Russia",2020-04-04,4731
"Russia",2020-04-05,5389
"Russia",2020-04-06,6343
"Russia",2020-04-07,7497
"Russia",2020-04-08,8672
"Russia",2020-04-09,10131
"Russia",2020-04-10,11917
"Russia",2020-04-11,13584
"Russia",2020-04-12,15770
"Russia",2020-04-13,18328
"Russia",2020-04-14,21102
"Russia",2020-04-15,24490
"Russia",2020-04-16,27938
"Russia",2020-04-17,32008
"Russia",2020-04-18,36793
"Russia",2020-04-19,42853
"Russia",2020-04-20,47121
"Russia",2020-04-21,52763
"Russia",2020-04-22,57999
"Russia",2020-04-23,62773
"Russia",2020-04-24,68622
"Russia",2020-04-25,74588
"Russia",2020-04-26,80949
"Russia",2020-04-27,87147
"Russia",2020-04-28,93558
"Russia",2020-04-29,99399
"Russia",2020-04-30,106498
"Russia",2020-05-01,114431
"Russia",2020-05-02,124054
"Russia",2020-05-03,134687
"Russia",2020-05-04,145268
"Russia",2020-05-05,155370
"Russia",2020-05-06,165929
"Russia",2020-05-07,177160
"Saudi Arabia",2020-01-22,0
"Saudi Arabia",2020-01-23,0
"Saudi Arabia",2020-01-24,0
"Saudi Arabia",2020-01-25,0
"Saudi Arabia",2020-01-26,0
"Saudi Arabia",2020-01-27,0
"Saudi Arabia",2020-01-28,0
"Saudi Arabia",2020-01-29,0
"Saudi Arabia",2020-01-30,0
"Saudi Arabia",2020-01-31,0
"Saudi Arabia",2020-02-01,0
"Saudi Arabia",2020-02-02,0
"Saudi Arabia",2020-02-03,0
"Saudi Arabia",2020-02-04,0
"Saudi Arabia",2020-02-05,0
"Saudi Arabia",2020-02-06,0
"Saudi Arabia",2020-02-07,0
"Saudi Arabia",2020-02-08,0
"Saudi Arabia",2020-02-09,0
"Saudi Arabia",2020-02-10,0
"Saudi Arabia",2020-02-11,0
"Saudi Arabia",2020-02-12,0
"Saudi Arabia",2020-02-13,0
"Saudi Arabia",2020-02-14,0
"Saudi Arabia",2020-02-15,0
"Saudi Arabia",2020-02-16,0
"Saudi Arabia",2020-02-17,0
"Saudi Arabia",2020-02-18,0
"Saudi Arabia",2020-02-19,0
"Saudi Arabia",2020-02-20,0
"Saudi Arabia",2020-02-21,0
"Saudi Arabia",2020-02-22,0
"Saudi Arabia",2020-02-23,0
"Saudi Arabia",2020-02-24,0
"Saudi Arabia",2020-02-25,0
"Saudi Arabia",2020-02-26,0
"Saudi Arabia",2020-02-27,0
"Saudi Arabia",2020-02-28,0
"Saudi Arabia",2020-02-29,0
"Saudi Arabia",2020-03-01,0
"Saudi Arabia",2020-03-02,1
"Saudi Arabia",2020-03-03,1
"Saudi Arabia",2020-03-04,1
"Saudi Arabia",2020-03-05,5
"Saudi Arabia",2020-03-06,5
"Saudi Arabia",2020-03-07,5
"Saudi Arabia",2020-03-08,11
"Saudi Arabia",2020-03-09,15
"Saudi Arabia",2020-03-10,20
"Saudi Arabia",2020-03-11,21
"Saudi Arabia",2020-03-12,45
"Saudi Arabia",2020-03-13,86
"Saudi Arabia",2020-03-14,103
"Saudi Arabia",2020-03-15,103
"Saudi Arabia",2020-03-16,118
"Saudi Arabia",2020-03-17,171
"Saudi Arabia",2020-03-18,171
"Saudi Arabia",2020-03-19,274
"Saudi Arabia",2020-03-20,344
"Saudi Arabia",2020-03-21,392
"Saudi Arabia",2020-03-22,511
"Saudi Arabia",2020-03-23,562
"Saudi Arabia",2020-03-24,767
"Saudi Arabia",2020-03-25,900
"Saudi Arabia",2020-03-26,1012
"Saudi Arabia",2020-03-27,1104
"Saudi Arabia",2020-03-28,1203
"Saudi Arabia",2020-03-29,1299
"Saudi Arabia",2020-03-30,1453
"Saudi Arabia",2020-03-31,1563
"Saudi Arabia",2020-04-01,1720
"Saudi Arabia",2020-04-02,1885
"Saudi Arabia",2020-04-03,2039
"Saudi Arabia",2020-04-04,2179
"Saudi Arabia",2020-04-05,2402
"Saudi Arabia",2020-04-06,2605
"Saudi Arabia",2020-04-07,2795
"Saudi Arabia",2020-04-08,2932
"Saudi Arabia",2020-04-09,3287
"Saudi Arabia",2020-04-10,3651
"Saudi Arabia",2020-04-11,4033
"Saudi Arabia",2020-04-12,4462
"Saudi Arabia",2020-04-13,4934
"Saudi Arabia",2020-04-14,5369
"Saudi Arabia",2020-04-15,5862
"Saudi Arabia",2020-04-16,6380
"Saudi Arabia",2020-04-17,7142
"Saudi Arabia",2020-04-18,8274
"Saudi Arabia",2020-04-19,9362
"Saudi Arabia",2020-04-20,10484
"Saudi Arabia",2020-04-21,11631
"Saudi Arabia",2020-04-22,12772
"Saudi Arabia",2020-04-23,13930
"Saudi Arabia",2020-04-24,15102
"Saudi Arabia",2020-04-25,16299
"Saudi Arabia",2020-04-26,17522
"Saudi Arabia",2020-04-27,18811
"Saudi Arabia",2020-04-28,20077
"Saudi Arabia",2020-04-29,21402
"Saudi Arabia",2020-04-30,22753
"Saudi Arabia",2020-05-01,24097
"Saudi Arabia",2020-05-02,25459
"Saudi Arabia",2020-05-03,27011
"Saudi Arabia",2020-05-04,28656
"Saudi Arabia",2020-05-05,30251
"Saudi Arabia",2020-05-06,31938
"Saudi Arabia",2020-05-07,33731
"Singapore",2020-01-22,0
"Singapore",2020-01-23,1
"Singapore",2020-01-24,3
"Singapore",2020-01-25,3
"Singapore",2020-01-26,4
"Singapore",2020-01-27,5
"Singapore",2020-01-28,7
"Singapore",2020-01-29,7
"Singapore",2020-01-30,10
"Singapore",2020-01-31,13
"Singapore",2020-02-01,16
"Singapore",2020-02-02,18
"Singapore",2020-02-03,18
"Singapore",2020-02-04,24
"Singapore",2020-02-05,28
"Singapore",2020-02-06,28
"Singapore",2020-02-07,30
"Singapore",2020-02-08,33
"Singapore",2020-02-09,40
"Singapore",2020-02-10,45
"Singapore",2020-02-11,47
"Singapore",2020-02-12,50
"Singapore",2020-02-13,58
"Singapore",2020-02-14,67
"Singapore",2020-02-15,72
"Singapore",2020-02-16,75
"Singapore",2020-02-17,77
"Singapore",2020-02-18,81
"Singapore",2020-02-19,84
"Singapore",2020-02-20,84
"Singapore",2020-02-21,85
"Singapore",2020-02-22,85
"Singapore",2020-02-23,89
"Singapore",2020-02-24,89
"Singapore",2020-02-25,91
"Singapore",2020-02-26,93
"Singapore",2020-02-27,93
"Singapore",2020-02-28,93
"Singapore",2020-02-29,102
"Singapore",2020-03-01,106
"Singapore",2020-03-02,108
"Singapore",2020-03-03,110
"Singapore",2020-03-04,110
"Singapore",2020-03-05,117
"Singapore",2020-03-06,130
"Singapore",2020-03-07,138
"Singapore",2020-03-08,150
"Singapore",2020-03-09,150
"Singapore",2020-03-10,160
"Singapore",2020-03-11,178
"Singapore",2020-03-12,178
"Singapore",2020-03-13,200
"Singapore",2020-03-14,212
"Singapore",2020-03-15,226
"Singapore",2020-03-16,243
"Singapore",2020-03-17,266
"Singapore",2020-03-18,313
"Singapore",2020-03-19,345
"Singapore",2020-03-20,385
"Singapore",2020-03-21,432
"Singapore",2020-03-22,455
"Singapore",2020-03-23,509
"Singapore",2020-03-24,558
"Singapore",2020-03-25,631
"Singapore",2020-03-26,683
"Singapore",2020-03-27,732
"Singapore",2020-03-28,802
"Singapore",2020-03-29,844
"Singapore",2020-03-30,879
"Singapore",2020-03-31,926
"Singapore",2020-04-01,1000
"Singapore",2020-04-02,1049
"Singapore",2020-04-03,1114
"Singapore",2020-04-04,1189
"Singapore",2020-04-05,1309
"Singapore",2020-04-06,1375
"Singapore",2020-04-07,1481
"Singapore",2020-04-08,1623
"Singapore",2020-04-09,1910
"Singapore",2020-04-10,2108
"Singapore",2020-04-11,2299
"Singapore",2020-04-12,2532
"Singapore",2020-04-13,2918
"Singapore",2020-04-14,3252
"Singapore",2020-04-15,3699
"Singapore",2020-04-16,4427
